name,sku,new_description
Vacuum Pack Embossed,VCM-N-EMB-28x35-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,725, while business partners can enjoy a wholesale rate of Rp 1,225."
Vacuum Pack Embossed,VCM-N-EMB-20x30-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,122, while business partners can enjoy a wholesale rate of Rp 740."
Vacuum Pack Embossed,VCM-N-EMB-20x25-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 885, while business partners can enjoy a wholesale rate of Rp 645."
Vacuum Pack Embossed,VCM-N-EMB-17x25-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 745, while business partners can enjoy a wholesale rate of Rp 545."
Vacuum Pack Embossed,VCM-N-EMB-15x25-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 670, while business partners can enjoy a wholesale rate of Rp 475."
Vacuum Pack Embossed,VCM-N-EMB-15x20-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 495, while business partners can enjoy a wholesale rate of Rp 375."
Vacuum Pack Embossed,VCM-N-EMB-13x18-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 460, while business partners can enjoy a wholesale rate of Rp 295."
Vacuum Pack Embossed,VCM-N-EMB-12x20-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 445, while business partners can enjoy a wholesale rate of Rp 305."
Vacuum Pack Embossed,VCM-N-EMB-12x17-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 435, while business partners can enjoy a wholesale rate of Rp 323."
Vacuum Pack Embossed,VCM-N-EMB-11x16-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 370, while business partners can enjoy a wholesale rate of Rp 277."
Vacuum Pack Embossed,VCM-N-EMB-10x15-NYL,"Discover our high-quality Vacuum Pack Embossed. Crafted from durable Sisi Polos 90 micron, Sisi Bintik 190 micron, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 255, while business partners can enjoy a wholesale rate of Rp 190."
Vacuum Pack Polos,VCM-N-PLS-9x14-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 178, while business partners can enjoy a wholesale rate of Rp 178."
Vacuum Pack Polos,VCM-N-PLS-7x15-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 168, while business partners can enjoy a wholesale rate of Rp 168."
Vacuum Pack Polos,VCM-N-PLS-30x40-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,690, while business partners can enjoy a wholesale rate of Rp 1,312."
Vacuum Pack Polos,VCM-N-PLS-25x30-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 980, while business partners can enjoy a wholesale rate of Rp 864."
Vacuum Pack Polos,VCM-N-PLS-23x34-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 1,060, while business partners can enjoy a wholesale rate of Rp 928."
Vacuum Pack Polos,VCM-N-PLS-20x30-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 855, while business partners can enjoy a wholesale rate of Rp 691."
Vacuum Pack Polos,VCM-N-PLS-20x25-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 655, while business partners can enjoy a wholesale rate of Rp 586."
Vacuum Pack Polos,VCM-N-PLS-17x25-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 580, while business partners can enjoy a wholesale rate of Rp 512."
Vacuum Pack Polos,VCM-N-PLS-15x40-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 585, while business partners can enjoy a wholesale rate of Rp 448."
Vacuum Pack Polos,VCM-N-PLS-15x25-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 550, while business partners can enjoy a wholesale rate of Rp 378."
Vacuum Pack Polos,VCM-N-PLS-15x20-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 425, while business partners can enjoy a wholesale rate of Rp 301."
Vacuum Pack Polos,VCM-N-PLS-12x20-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 350, while business partners can enjoy a wholesale rate of Rp 269."
Vacuum Pack Polos,VCM-N-PLS-11x16-NYL,"Discover our high-quality Vacuum Pack Polos. Crafted from durable nylon 15 / lldpe 60, this product is designed for longevity and performance. Perfect for businesses, it has a minimum order quantity of 100 units. Retail pricing is set at Rp 300, while business partners can enjoy a wholesale rate of Rp 227."
