sku,product_name,category,description,material,thickness,size,capacity,unit,color,retail_price,b2b_price,moq,is_test_data
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
,,,"Kemasan  kualitas premium dari kategori . Dibuat dengan food-grade material yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",,,,,,,,,,False
